id,lesson_title,content_title,skill_name,level,categoryId,category_name,subCatName,coverImageId,previewVideoId,createdAt,updatedAt,deletedAt,status,short_description,description,university,link
01KAWP741RB65AN068AV9T4BTH,"Blockchain and FinTech: Basics, Applications, and Limitations","['Introduction to and FinTech', 'Variables and Data Types', 'Control Structures', 'Functions and Methods', 'Advanced and FinTech']",Computer Science Skills,Beginner,cat_computer_science,Computer Science,Computer Architecture,01KAWP741RB65AN068AV9T4BTJ,01KAWP741RB65AN068AV9T4BTK,16/11/2025 12:01,2/11/2025 12:01,,active,"Understand the design rationale of blockchain technology, its emerging platforms and applications and uncover the limitations and the opportunities enabled by blockchain applications, particularly as it relates to finance.","Blockchain is a core technology in FinTech. The original design of blockchain focused on the cryptocurrency ""Bitcoin"". Due to its specific characteristics, many companies and users now find blockchain very useful for applications in many areas, not limited to cybercurrencies, including finance, logistics, insurance, medicine and even music. However, the design of blockchain involves cryptographic technology, which cannot be easily understood by those who are not professionals in the area of IT and security. In order to better understand what kinds of applications best fit blockchain and other forms of distributed ledger technology and the potentials of these emerging technologies, it is important to understand the design rationale, the basic technology, the underlying cryptographic fundamentals, and its limitations. This 6-week online coursewill walk you through the following: The course aims at targeting a wide audience: This course will provide learners a good understanding of the technological, applicability, limitations and ""illegal"" usage of the blockchain technology. Computer Science",University of Hong Kong,https://www.edx.org/course/blockchain-and-fintech-basics-applications-and-lim
01KAWP742KD1NW9RMZ5FPHZFHQ,Climate Change Education,"['Introduction to Change Education', 'Theoretical Frameworks', 'Research Methods', 'Case Studies', 'Contemporary Change Education']",Social Sciences Skills,Beginner,cat_social_sciences,Social Sciences,Political Science,01KAWP742KD1NW9RMZ5FPHZFHR,01KAWP742KD1NW9RMZ5FPHZFHS,29/4/2025 12:01,3/11/2025 12:01,,active,Learn how to work with your students to help them explore climate change through the use of interactive and engaging activities. These activities are designed for students at the primary and secondary levels.,"This course explores the basic science behind climate change and presents the tools to teach it in a positive, engaging and participatory way. The course also introduces some of the ethical and social issues around climate change.This course makes use of videos, lesson plans and online games developed by the IDB's ""Rise-Up: Education Against Climate Change"" initiative. The aim is to assist you in the launch of climate change education and actions to mitigate and adapt to climate change in your school community.This is a hands-on course, with examples coming directly from Latin America and the Caribbean.61% of the students who have taken the course affirm that they have improved their ability to formulate, implement and / or evaluate public policies.52% of the students have said that the course has served them to improve services to citizens as public officials.Students who obtain the certificate in this course will also receive this digital badge. Digital badges allow you to share skills and knowledge more quickly and more reliably. For more information on digital badges visit https://cursos.iadb.org/es/indes/credenciales-digitales or click here. Education & Teacher Training",Inter-American Development Bank,https://www.edx.org/course/climate-change-education
01KAWP742MZ2N9DM300S03PHBW,Electric Cars: Business,"['Introduction to Electric Cars', 'Core Concepts', 'Strategic Implementation', 'Case Studies', 'Advanced Electric Cars']",Business Skills,Intermediate,cat_business,Business,Business Strategy,01KAWP742MZ2N9DM300S03PHBX,01KAWP742MZ2N9DM300S03PHBY,20/8/2025 12:01,7/11/2025 12:01,,active,Get an in-depth understanding of varied profitable business models for electric cars.,"Electric cars are more than a novel means of mobility. They have been recognized as an essential building block of the energy transition. Fulfilling their promise will imply a significant change in the technical, digital and social dimensions of transport and energy infrastructure. If you want to explore the business opportunities this new market offers, then this is the course for you! This course explains how electric mobility can work for various businesses, including fleet managers, automobile manufacturers and charging infrastructure providers. The experts of TU Delft, together with other knowledge institutes and companies in the Netherlands, will provide insights into and examples of how innovations have disrupted conventional businesses and created new businesses altogether. This will be explained through various concepts and models, including total cost of ownership models, lean mass production, value chain thinking and business integration. After completing this course, you will be able to create e-mobility business models and develop a new strategy for your company which includes transition to or incorporation of e-mobility. The course includes video lectures, presentations and exercises, which are all illustrated with real-world case studies from projects that were implemented in the Netherlands. ",Delft University of Technology,https://www.edx.org/course/electric-cars-business
01KAWP742NDR7KKEGGTGMQAHWQ,"Batteries, Fuel Cells, and their Role in Modern Society","['Introduction to Modern Society', 'Variables and Data Types', 'Control Structures', 'Functions and Methods', 'Advanced Modern Society']",Computer Science Skills,Beginner,cat_computer_science,Computer Science,Software Development,01KAWP742NDR7KKEGGTGMQAHWR,01KAWP742NDR7KKEGGTGMQAHWS,11/2/2025 12:01,26/10/2025 12:01,,active,This course is an introduction to batteries and fuel cells - the cornerstones of electromobility and renewable energy.,"In today's world, we see game-changing movements in transportation and energy markets. A better understanding of the processes involved can help you to find your own role in these incipient shifts and take advantage of monumental changes down the road. This course is an elementary introduction to batteries and fuel cell, the cornerstone of electromobility and renewable energy, the main drivers of sustainable development. Learning the lessons of history, understanding the main driving forces, and gaining the basic knowledge of the key technologies will build your basic all-around comprehension of the subject. This course aims tobridgescience and society. For students focused on science, it will help illustrate the demands of society and industry. For learners from industry, business, or from generalist backgrounds, it will be the lucid introduction to the subject. The short course will not make you an expert in batteries, fuels cells, and electric vehicles, but will help you incommunicating with scientists and engineers and make your further education (or self-education) more productive. The main focus of the course is on batteries - namely, lithium-ion batteries - and electric vehicles as the key market. Science",Ural Federal University,https://www.edx.org/course/batteries-fuel-cells-and-their-role-in-modern-so-2
01KAWP742NDR7KKEGGTGMQAHWX,Social Media: How Media Got Social,"['Introduction to Social Media', 'Variables and Data Types', 'Control Structures', 'Functions and Methods', 'Advanced Social Media']",Computer Science Skills,Beginner,cat_computer_science,Computer Science,Web Development,01KAWP742NDR7KKEGGTGMQAHWY,01KAWP742NDR7KKEGGTGMQAHWZ,23/12/2024 12:01,10/11/2025 12:01,,active,"Discover where social media came from, how it became integral to our everyday lives, and how that has changed the way we communicate.","Social media and online communication dominate our daily lives in an unprecedented manner. Wireless connectivity, mobile devices and wearable technologies mean that social media is always on, always part of everyday life for billions of people across the world. While the term 'social media' is barely a decade old, the story of how people started using the internet in a social manner is a much longer and more interesting one. This course willincrease learners' understanding of social media by looking at the ways networked connectivity let users become 'social', how this was amplified with the emergence of the web, and how social media became the default mode of the mobile web we use today.By completing this course, you should be able to:  Communication",Curtin University,https://www.edx.org/course/social-media-how-media-got-social
01KAWP742PKXV0GSGSXAF81M7P,Compilation Basics for Macroeconomic Statistics,"['Introduction to Macroeconomic Statistics', 'Data Collection and Cleaning', 'Exploratory Data Analysis', 'Model Building', 'Advanced Macroeconomic Statistics Techniques']",Data Science Skills,Beginner,cat_data_science,Data Science,Data Analysis,01KAWP742PKXV0GSGSXAF81M7Q,01KAWP742PKXV0GSGSXAF81M7R,25/2/2025 12:01,21/11/2025 12:01,,active,"Better data leads to better policies.For policymakers to make sound policy decisions, they need a core set of macroeconomic and financial statistics. Learn the essential background concepts and basic tools needed to compile data using the best available methods.","Thiscoursereviews the basic skills, concepts, and principles required to compile and disseminate macroeconomic and financial statistics. The course covers topics such as residence, institutional units, institutional sectors, accounting rules, financial instruments, stocks and flows, the IMF's Data Standards Initiatives, and presents the basic macroeconomic linkages among these statistics. Compilation Basics for Macroeconomic Statistics (CBMSx) is offered by the IMF with financial support from the Government of Japan. Data Analysis & Statistics",The International Monetary Fund,https://www.edx.org/course/compilation-basics-for-macroeconomic-statistics
01KAWP742PKXV0GSGSXAF81M7Z,Introduction to Psychological Research Methods,"['Introduction to Psychological Research Methods', 'Fundamental Principles', 'Experimental Methods', 'Applications', 'Advanced Psychological Research Methods Topics']",Science Skills,Beginner,cat_science,Science,Psychology,01KAWP742PKXV0GSGSXAF81M80,01KAWP742PKXV0GSGSXAF81M81,18/1/2025 12:01,5/11/2025 12:01,,active,"Learn how to plan, conduct and analyze psychological research and effectively communicate the results.","Do we really only use 10% of our brain? How can we answer questions like this? We shouldn't just rely on our intuition, because unfortunately that can sometimes give us the incorrect answer.In this psychology course, learn how psychological research is conducted, how to analyze the findings and results and effectively write a research report.An understanding of psychological research methods allows us to test questions systematically and report the findings of our research so that others can critically evaluate the validity of our conclusions. Humanities",The University of Queensland,https://www.edx.org/course/introduction-to-psychological-research-methods
01KAWP742PKXV0GSGSXAF81M85,Design in Healthcare: Using Patient Journey Mapping,"['Introduction to in Healthcare', 'Variables and Data Types', 'Control Structures', 'Functions and Methods', 'Advanced in Healthcare']",Computer Science Skills,Beginner,cat_computer_science,Computer Science,Programming Languages,01KAWP742PKXV0GSGSXAF81M86,01KAWP742PKXV0GSGSXAF81M87,3/4/2025 12:01,13/11/2025 12:01,,active,Learn about the Patient Journey Mapping method for innovative product and service design in healthcare.,"In this course you will learn about the different experiences patients go through in a medical context. The patient journey explores the interaction between the patient and the healthcare providers in all stages of the disease; coping with treatment and dealing with expectations, and interaction with and between different stakeholders. This course will give designers and specialists in healthcare the knowledge, insights and tools to be able to analyze and improve patient experience. You will learn how to map complex healthcare scenarios, pinpoint opportunities and create hands-on solutions aimed at improving the patient experience. This course is an introduction to patient journey mapping; developed at the Delft University of Technology and applied in improvement of care pathway. Step-by-step, the course visualizes the different stakeholders, phases and actions involved in patient treatment. You will be challenged to pursue new insights and given a unique opportunity to learn about four trending healthcare issues each presented by a partnering institution. Furthermore, you will learn about healthcare trends from a team of experts in specific technological domains. Ranging from personalized care to advance manufacturing for healthcare. ",Delft University of Technology,https://www.edx.org/course/design-in-healthcare-using-patient-journey-mapping
01KAWP742R000A9ANJ4M3DERJR,Life with Diabetes,"['Introduction to with Diabetes', 'Core Concepts', 'Strategic Implementation', 'Case Studies', 'Advanced with Diabetes']",Business Skills,Beginner,cat_business,Business,Management,01KAWP742R000A9ANJ4M3DERJS,01KAWP742R000A9ANJ4M3DERJT,5/8/2025 12:01,11/11/2025 12:01,,active,"Learn how to confidently manage your diabetes and live a healthy, happy life.","This course focuses on providing skills and resources for you and your family to manage life with diabetes.You will learn what diabetes is, the difference between type 1, type 2 and gestational diabetes as well as how they are treated and why management is so important.You will learn about recommended food choices and eating habits for those living with diabetes as well as the best types of exercise to help manage blood glucose levels. Lastly, we will discuss overall strategies for keeping well and managing your condition including sick day management, hypoglycaemia management and travel. Medicine",Curtin University,https://www.edx.org/course/life-with-diabetes
01KAWP742VEWSSG8KQPENFS2K5,"Health Law, Policy, and Advocacy","['Introduction to and Advocacy', 'Historical Context', 'Key Concepts', 'Cultural Impact', 'Modern and Advocacy']",Humanities Skills,Intermediate,cat_humanities,Humanities,Art History,01KAWP742VEWSSG8KQPENFS2K6,01KAWP742VEWSSG8KQPENFS2K7,18/4/2025 12:01,17/11/2025 12:01,,active,"Explore important issues in health law. Discover how health policies are developed, adopted and implemented, as well as the factors that influence this process.","This course is part of the Healthcare Administration MicroMasters program which consists of 7 courses and a capstone exam. After completing the program, you can also apply to Doane University to complete your MBA online for approximately $10,500 (learn more about the program here). To be an effective agent of change, a healthcare administrator must have a foundational understanding of healthcare advocacy, law, and regulatory issues, as well as compliance. This course will focus on a wide range of important issues in health law, health policy and the factors at play when developing a strategic advocacy platform such as bioethics and informed consent. At the conclusion of this course, learners will be able toidentify health policies that promote quality, advocacy and system changewithin a healthcare organization. Law",Doane University,https://www.edx.org/course/health-law-policy-and-advocacy
01KAWP742WKY4DR0FBN61QKGYG,"Social Work Practice in Community Organization, Management and Policy/Evaluation","['Introduction to and Policy/Evaluation', 'Theoretical Frameworks', 'Research Methods', 'Case Studies', 'Contemporary and Policy/Evaluation']",Social Sciences Skills,Advanced,cat_social_sciences,Social Sciences,Political Science,01KAWP742WKY4DR0FBN61QKGYH,01KAWP742WKY4DR0FBN61QKGYJ,22/8/2025 12:01,3/11/2025 12:01,,active,Learn about macro social work and how to have large scale impact on entire communities and systems of care.,"In this social science course we will discuss various methods, strategies and skills within macro social work practice, used to help identify and address needs on a larger scale. You will gain knowledge and skills in the areas of community organizing, management, and policy advocacy, and learn about the various roles social workers play within these areas. This course will provide an appreciation of the historical and contemporary importance of these social work methods and the relevance of these methods for diverse populations and identities.We will focus on:You will also learn concepts and practice skills involving assessment, problem solving and intervention planning at the macro level, and strategies to work effectively with communities and organizations. Content includes reflective practice and utilizing interpersonal skills in macro practice.This course is part of the Social Work: Practice, Policy and Research MicroMasters Program offered by MichiganX. Please note that to complete this program with a MicroMasters certificate, you must be enrolled as a verified learner in all courses in the program by November 30, 2020, and you must complete all assessments by March 29, 2021.On completion of this course, you will be able to: Social Sciences",The University of Michigan,https://www.edx.org/course/social-work-practice-in-community-organization-man
01KAWP742XB5EZXDC0P5C6K2ZM,Age of Sustainable Development,"['Introduction to Sustainable Development', 'Theoretical Frameworks', 'Research Methods', 'Case Studies', 'Contemporary Sustainable Development']",Social Sciences Skills,Intermediate,cat_social_sciences,Social Sciences,Political Science,01KAWP742XB5EZXDC0P5C6K2ZN,01KAWP742XB5EZXDC0P5C6K2ZP,13/11/2025 12:01,12/11/2025 12:01,,active,"Learn the basics of sustainable development -- what it is, why it's important and how we can achieve it.","Sustainable development is the most urgent challenge facing humanity. Its fundamental question is: How can the world economy continue to develop in a way that is socially inclusive and environmentally sustainable? This course provides a broad overview of the interactions between the economy and our environment and humanity, from the constraints of finite resources, to the activities that drive climate change, to equality for all. This course is an updated version of Professor Sachs' popular 2015 course of the same name. It includes new perspectives and a reorientation towards Agenda 2030 and the SDGs. Join us for this introduction to the tenets of sustainable development, developed by experts on the latest in the social, policy and physical sciences. This course is for:  Social Sciences",SDG Academy,https://www.edx.org/course/age-of-sustainable-development
01KAWP742ZA7D6VGXZYEE40CA7,Innovation Strategies for Electric Mobility: The StreetScooter Case,"['Introduction to Electric Mobility', 'Core Concepts', 'Strategic Implementation', 'Case Studies', 'Advanced Electric Mobility']",Business Skills,Intermediate,cat_business,Business,Management,01KAWP742ZA7D6VGXZYEE40CA8,01KAWP742ZA7D6VGXZYEE40CA9,30/7/2025 12:01,14/11/2025 12:01,,active,Help your organization develop the strategies needed to become a front-runner of innovation in electric mobility and beyond.,"Learn about the tools and methods that can be employed to understand and identify customer needs as well as the processes that companies can set in place to foster and launch successful technological innovations. A special emphasis will be placed on analyzing how companies can benefit from entrepreneurial thinking to innovate more successfully and on understanding how they can build entire ecosystems around their products and services. The theoretical knowledge will be transferred and applied to a recent, highly successful technological innovation from Germany: The StreetScooter, an electric delivery vehicle of Deutsche Post DHL. This self-paced course consists of eight consecutive parts: The course will provide you with an in-depth understanding of the process of technology and innovation management. Specifically, the course will familiarize you with state-of-the-art tools, methods, and theories and help you understand how these may be used to solve and organize complex innovation challenges, placing a special emphasis on interdisciplinary thinking at the intersection of management and technology. After completing this course, you will improve your career qualifications as Business Development Manager , Change Manager or Innovation Manager. ",RWTH Aachen University,https://www.edx.org/course/innovation-strategies-for-electric-mobility-the-st
01KAWP742ZA7D6VGXZYEE40CAP,Principles of Microeconomics: An Economist Way of Thinking,"['Introduction to of Microeconomics', 'Core Concepts', 'Strategic Implementation', 'Case Studies', 'Advanced of Microeconomics']",Business Skills,Intermediate,cat_business,Business,Finance,01KAWP742ZA7D6VGXZYEE40CAQ,01KAWP742ZA7D6VGXZYEE40CAR,27/9/2025 12:01,13/11/2025 12:01,,active,"Explore the fundamentals of microeconomics including economic efficiency, scarcity and opportunity costs. This course will set you up to think like an economist and to identify how economics relates to the everyday choices we make.","Recent global economic and non-economic events have highlighted the importance of informed and well reasoned decision making of resource allocation and efficiency. This course focuses on how decision making units within the economy (e.g., consumers, firms, government departments) make choices and how choices can be made in a way that makes best possible use of limited available resources. Since life is in large part about making choices, this course will help you to understand why the world is the way it is, and in so doing, shed light on how it might be changed for the better. ****Firstly the course equips you to think and see the world like an economist. Topic areas include advancing your knowledge in comparative advantage and opportunity cost. The next area, supply and demand, focuses on how choices are made in a market system and how an economic system coordinates many rational choices of self-interested decision-makers. You will explore the application of economic theory and economic efficiency of competitive markets, as well as consumer and producer surplus and deadweight loss.This MOOC is part of the Professional Certificate in Microeconomics. ",The University of Queensland,https://www.edx.org/course/principles-of-microeconomics
01KAWP7430C510TAHGFB4CGG3X,Sustainable Food Systems: A Mediterranean Perspective,"['Introduction to Food Systems', 'Theoretical Frameworks', 'Research Methods', 'Case Studies', 'Contemporary Food Systems']",Social Sciences Skills,Intermediate,cat_social_sciences,Social Sciences,Political Science,01KAWP7430C510TAHGFB4CGG3Y,01KAWP7430C510TAHGFB4CGG3Z,4/9/2025 12:01,8/11/2025 12:01,,active,"How do we produce more, better quality, and safer food while simultaneously achieving social and environmental goals?","The Mediterranean region is one of the most biodiverse in the world, home to a complex and intricate patchwork of cultures, climates, and cuisines. Food systems in the region -- represented worldwide by the ""Mediterranean diet"" -- are equally complex, demanding analysis across the political, social, cultural, economic and nutritional spectrums from landscape to table.The ability of Mediterranean agriculture to sustain its peoples -- and the planet -- is now threatened by several issues:This course discusses the challenges and opportunities of the agricultural sector in the Mediterranean basin. It summarizes global-to-local challenges related to achievement of the Sustainable Development Goals (SDG); outlines the history and culture of agriculture and its main characteristics with a focus on the ""Mediterranean diet""; explains agricultural data with a focus on rural development models and value creation; explores EU policy frameworks and international agreements related to food and agriculture in the Mediterranean; and highlights emerging opportunities linked to innovation and sustainability in the sector.This course is for:Want to learn more about sustainable food and nutrition around the world? Check out the SDG Academy course ",SDG Academy,https://www.edx.org/course/sustainable-food-systems-a-mediterranean-perspecti
01KAWP7431R9YMTSCS4D38F2NM,Drones and Autonomous Systems 2: Applications in Emergency Management,"['Introduction to Autonomous Systems', 'Variables and Data Types', 'Control Structures', 'Functions and Methods', 'Advanced Autonomous Systems']",Computer Science Skills,Intermediate,cat_computer_science,Computer Science,Algorithms,01KAWP7431R9YMTSCS4D38F2NN,01KAWP7431R9YMTSCS4D38F2NP,7/6/2025 12:01,20/11/2025 12:01,,active,"Learn the latest applications of unmanned aerial systems (UAS) in emergency management, public safety, and industry, as well as the potential risks UAS pose to safety and privacy.","If you want to be the technology specialist who can procure and gain insight into cutting edge systems to help save lives and cut disaster losses, this Professional Certificate provides the foundational knowledge you need. It is designed for recreational hobbyists, certified remote pilots, commercial operators, and public safety and government users. This course covers unmanned aerial systems (UAS) to include drones and autonomous aerial vehicles, sensors, communications, ground control, navigation and other payloads that rely on complex algorithms that can be applied for protecting and saving lives and property. In this edX Professional Certificate, you will learn the importance of autonomous systems and drone technologies that bring speed, efficiency and affordable solutions to disaster response and management. Topics include the use of drones by emergency managers, first responders, and search and rescue personnel responding to natural and manmade disasters. No previous knowledge of drones or flight experience is required. Join as you start your drone journey. ",University of Maryland Global Campus-University System of Maryland,https://www.edx.org/course/drones-and-autonomous-systems-2-applications-in-em
01KAWP7431R9YMTSCS4D38F2P3,Cities and the Challenge of Sustainable Development,"['Introduction to Sustainable Development', 'Variables and Data Types', 'Control Structures', 'Functions and Methods', 'Advanced Sustainable Development']",Computer Science Skills,Beginner,cat_computer_science,Computer Science,Programming Languages,01KAWP7431R9YMTSCS4D38F2P4,01KAWP7431R9YMTSCS4D38F2P5,16/5/2025 12:01,18/11/2025 12:01,,active,What is a sustainable city? Learn the basics here.,"According to the United Nations, urbanization and population growth could result in an increase of 2.5 billion people into urban populations by 2050, with associated impacts ranging from increased transportation needs to more building. How do we make cities sustainable to support this growth? In this mini-series, learn the challenges of local governments to adapt to new technologies, energy systems, modes of transportation and more in order to build the sustainable cities of the 21st century. This mini-series is a companion piece to the SDG Academy's full-length Sustainable Cities course. This course is for:  Environmental Studies",SDG Academy,https://www.edx.org/course/cities-and-the-challenge-of-sustainable-developmen
01TOEICG001,TOEIC Grammar Essentials,"['TOEIC Practice','Grammar','Sentence Structure']",Grammar,Intermediate,cat004,Language Learning,"['TOEIC','Grammar']",img_toeic_01,vid_toeic_01,8/12/2025 18:32,8/12/2025 18:32,,active,Master the most common grammar topics appearing in TOEIC Part 5.,"Covers verb forms, modifiers, connectors, clauses, and common error patterns. Students practice sentence-completion questions aligned with TOEIC exam logic.",Test Prep Lab,https://example.com/toeic-grammar-essentials
01TOEICG002,Verbs & Tenses for TOEIC Part 5,"['TOEIC Practice','Grammar','Verbs']",Grammar,Intermediate,cat004,Language Learning,"['Grammar','Verbs']",img_toeic_02,vid_toeic_02,8/12/2025 18:32,8/12/2025 18:32,,active,"Strengthen understanding of verbs, tenses, and agreement.","Focus on simple vs. progressive forms, perfect tenses, modal verbs, subject–verb agreement, and tense logic used in business contexts.",Test Prep Lab,https://example.com/toeic-verbs-tenses
01TOEICG003,Prepositions in Business English,"['TOEIC Practice','Grammar','Prepositions']",Grammar,Beginner,cat004,Language Learning,"['Grammar','Prepositions']",img_toeic_03,vid_toeic_03,8/12/2025 18:32,8/12/2025 18:32,,active,Learn high-frequency TOEIC prepositions used in workplace contexts.,"Practice location, time, movement, and phrasal preposition usage. Includes realistic fill-in-the-blank exercises based on email and memo situations.",Test Prep Lab,https://example.com/toeic-prepositions
01TOEICG004,Modifiers & Sentence Logic,"['TOEIC Practice','Grammar','Modifiers']",Grammar,Intermediate,cat004,Language Learning,"['Grammar','Modifiers']",img_toeic_04,vid_toeic_04,8/12/2025 18:32,8/12/2025 18:32,,active,Improve clarity by placing modifiers correctly.,"Covers adjective/adverb choice, participial phrases, reduced clauses, and common modifier errors frequently tested in Part 5.",Test Prep Lab,https://example.com/toeic-modifiers
01TOEICG005,Connectors & Transition Signals,"['TOEIC Practice','Grammar','Connectors']",Grammar,Intermediate,cat004,Language Learning,"['Grammar','Connectors']",img_toeic_05,vid_toeic_05,8/12/2025 18:32,8/12/2025 18:32,,active,Master connector words that determine sentence meaning.,"Students learn logical connectors (however, therefore, although, meanwhile) and practice TOEIC-style questions testing sentence cohesion.",Test Prep Lab,https://example.com/toeic-connectors
01TOEICG006,Noun Clauses & Relative Pronouns,"['TOEIC Practice','Grammar','Clauses']",Grammar,Upper-Intermediate,cat004,Language Learning,"['Grammar','Clauses']",img_toeic_06,vid_toeic_06,8/12/2025 18:32,8/12/2025 18:32,,active,Understand complex sentence structures tested in TOEIC.,"Practice who/whom/which/that, embedded clauses, subject/object clause identification, and typical distractors.",Test Prep Lab,https://example.com/toeic-relative-clauses
01TOEICV001,Business Vocabulary & Collocations,"['TOEIC Practice','Vocabulary','Business English']",Vocabulary,Intermediate,cat004,Language Learning,"['Vocabulary','Collocations']",img_toeic_07,vid_toeic_07,8/12/2025 18:32,8/12/2025 18:32,,active,Learn high-frequency collocations essential for TOEIC.,"Focus on phrases used in meetings, schedules, logistics, finance, customer service, and HR. Includes MCQ-style fill-in-the-blank tasks.",Test Prep Lab,https://example.com/toeic-collocations
01TOEICV002,Countable & Uncountable Nouns for TOEIC,"['TOEIC Practice','Vocabulary','Nouns']",Vocabulary,Beginner,cat004,Language Learning,"['Vocabulary','Nouns']",img_toeic_08,vid_toeic_08,8/12/2025 18:32,8/12/2025 18:32,,active,Avoid common noun errors that appear frequently in Part 5.,"Practice phrases like 'make progress', 'give advice', 'conduct research', and understand quantifiers such as much/many/less/fewer.",Test Prep Lab,https://example.com/toeic-nouns
01TOEICG007,Conjunctions & Sentence Structure,"['TOEIC Practice','Grammar','Conjunctions']",Grammar,Intermediate,cat004,Language Learning,"['Grammar','Conjunctions']",img_toeic_09,vid_toeic_09,8/12/2025 18:32,8/12/2025 18:32,,active,Build strong control of complex sentence structures.,"Learn FANBOYS, subordinating conjunctions, and how conjunction choice changes sentence meaning in TOEIC questions.",Test Prep Lab,https://example.com/toeic-conjunctions
01TOEICV003,Context Clues for Vocabulary Questions,"['TOEIC Practice','Vocabulary','Context Clues']",Vocabulary,Intermediate,cat004,Language Learning,"['Vocabulary','Context']",img_toeic_10,vid_toeic_10,8/12/2025 18:32,8/12/2025 18:32,,active,Identify meaning from surrounding words in TOEIC sentences.,"Students learn inference skills, tone recognition, and how to eliminate distractors using context.",Test Prep Lab,https://example.com/toeic-context-clues
01TOEICG008,TOEIC Mini Tests: Part 5,"['TOEIC Practice','Mock Test','Grammar']",Grammar,Upper-Intermediate,cat004,Language Learning,"['TOEIC','Mini Test']",img_toeic_11,vid_toeic_11,8/12/2025 18:32,8/12/2025 18:32,,active,Timed Part-5 style quizzes for real exam practice.,Includes sets of 15–20 mixed grammar questions with analytics and explanations of common traps used in official TOEIC exams.,Test Prep Lab,https://example.com/toeic-mini-tests
01TOEICV004,Common Business Idioms for TOEIC,"['TOEIC Practice','Vocabulary','Idioms']",Vocabulary,Intermediate,cat004,Language Learning,"['Vocabulary','Idioms']",img_toeic_12,vid_toeic_12,8/12/2025 18:32,8/12/2025 18:32,,active,Understand idioms that frequently appear in business contexts.,"Focus on expressions like 'ahead of schedule', 'in charge of', 'back up data', and more. Includes real-world MCQ practice.",Test Prep Lab,https://example.com/toeic-idioms
