id,examResultQuestionId,answerId,answerValue,isCorrect,createdAt
01KCXK1Q9AE1WKN3DNS1TW8JCD,01KCXK1Q994JBMEQZ5AVGTGDRG,01KCXGG0WA0001H0Q1FW40YB10,5,True,2025-12-02T00:09:00Z
01KCXK1Q9BPBT7SYHT2DYHEVSG,01KCXK1Q9A02SYJYASY7GW1C9N,01KCXGG0WB0001H0Q1FW414FA8,12,False,2025-12-02T00:09:00Z
01KCXK1Q9BPEE9GY4T8XMJD01N,01KCXK1Q9B6J6CCVEMY274CSB4,01KCXGG0WB0001H0Q1FW419CHG,1/3,True,2025-12-02T00:09:00Z
01KCXK1Q9D52QAKVAJG26DE7DM,01KCXK1Q9BWV19R669Y2QMMNM1,01KCXGG0WB0001H0Q1FW41GSV8,Memoization,False,2025-12-02T00:09:00Z
01KCXK1Q9D5PP6QPFYHC0ZZBSS,01KCXK1Q9DRPMWSTG2EB8C0WYA,01KCXGG0WB0001H0Q1FW41MG0G,O(n^2),True,2025-12-02T00:09:00Z
01KCXK1Q9EGB36TKBCNAYZDGBX,01KCXK1Q9D8DJVX6XAPN5XG933,01KCXGG0WB0001H0Q1FW41PZ3R,hel,False,2025-12-02T00:09:00Z
01KCXK1Q9FREP2SRZA5P0T1PQ0,01KCXK1Q9EA9TTN7893NFSC1RP,01KCXGG0WB0001H0Q1FW41XB70,set,True,2025-12-02T00:09:00Z
01KCXK1Q9F8JEHCGN9VP0XJ5J7,01KCXK1Q9F56D1MD50DA27PCJP,01KCXGG0WC0001H0Q1FW42412R,Race condition,True,2025-12-02T00:09:00Z
01KCXK1Q9GNRDEMW32HS47VSK1,01KCXK1Q9FHKC6YDY5GE5GXAH6,01KCXGG0WC0001H0Q1FW42A5C0,Divide and conquer,True,2025-12-02T00:09:00Z
01KCXK1Q9HRG42KEYKGZH5TY7R,01KCXK1Q9G8TV2DHBPHMW9NC0N,01KCXGG0WC0001H0Q1FW42E1CR,Bundling data with methods and controlling access,True,2025-12-02T00:09:00Z
01KCXK1Q9H55K6CK4XXRTB3D00,01KCXK1Q9HPMP22KG8VZ5M5VNM,01KCXGG0WC0001H0Q1FW42KC9G,Mapping keys to bucket locations,True,2025-12-02T00:09:00Z
01KCXK1Q9JDB7WXNAA3G4PG70G,01KCXK1Q9HZD3SSNT482NY0S10,01KCXGG0WC0001H0Q1FW42RFC8,The baseline/current variant,True,2025-12-02T00:09:00Z
01KCXK1Q9KTR5WJWABY3CYXZZP,01KCXK1Q9J5VRX5MBZE287YF2N,01KCXGG0WC0001H0Q1FW42W7G0,Pie chart,False,2025-12-02T00:09:00Z
01KCXK1Q9KT5P0RN60FRD0BHJM,01KCXK1Q9KCY0R21TBJE1QS5GF,01KCXGG0WD0001H0Q1FW432BS8,Underfitting,True,2025-12-02T00:09:00Z
01KCXK1Q9M4PW620GMDSH17V9T,01KCXK1Q9KC5ZRXKA6EKMZNWK3,01KCXGG0WD0001H0Q1FW437AZ0,Spread/variability,True,2025-12-02T00:09:00Z
01KCXK1Q9MEM4SVNMDE6WQNXCP,01KCXK1Q9MRAKPWBEK1959VKQE,01KCXGG0WD0001H0Q1FW43C770,Classification evaluation,True,2025-12-02T00:09:00Z
01KCXK1Q9P66STZNJPNJYN99N1,01KCXK1Q9MMR7FTZK4HMPV2HVK,01KCXGG0WD0001H0Q1FW43G28G,Training and test split,False,2025-12-02T00:09:00Z
01KCXK1Q9QQQB8NZ37ZJM7365G,01KCXK1Q9P046ZJP1N2SW7KCTB,01KCXGG0WD0001H0Q1FW43PCD8,Filters groups after aggregation,True,2025-12-02T00:09:00Z
01KCXK1Q9RV9PCTDBECQN0FER8,01KCXK1Q9QW3YHM7T3W3QJ9D1V,01KCXGG0WE0001H0Q1FW43XPS8,FULL OUTER JOIN,False,2025-12-02T00:09:00Z
01KCXK1Q9RQFKE1SHQ6E4FXVRP,01KCXK1Q9R2HAM9T04J2W14KAY,01KCXGG0WE0001H0Q1FW4404X8,Referential integrity,True,2025-12-02T00:09:00Z
01KCXK1Q9S9KK2NN0VRQK0A62J,01KCXK1Q9RVYB8RYQJCWKGCKRK,01KCXGG0WE0001H0Q1FW445FT0,UPDATE,True,2025-12-02T00:09:00Z
01KCXK1Q9SNFTRFJXJ99G1222W,01KCXK1Q9SFCQV0ZJC6C07XV6R,01KCXGG0WE0001H0Q1FW44CY30,A set of columns whose combination is unique,True,2025-12-02T00:09:00Z
01KCXK1Q9TB5AM57J5ZRRAXKGN,01KCXK1Q9SRGBB2M5150AKP82N,01KCXGG0WE0001H0Q1FW44J250,Number of clusters,True,2025-12-02T00:09:00Z
01KCXK1Q9T37SFYMDWH95YCTKQ,01KCXK1Q9TKY6D2CTV9TSDRAX0,01KCXGG0WE0001H0Q1FW44NV80,Performs well on training but poorly on new data,True,2025-12-02T00:09:00Z
01KCXK1Q9V62J6QS75E6BJG16F,01KCXK1Q9T34RTPSM1MTNDGQSD,01KCXGG0WF0001H0Q1FW44ZQN0,P is false and Q is true,False,2025-12-02T00:09:00Z
01KCXK1Q9WKZ5YRCTPWD1CS39D,01KCXK1Q9W3PZ9PVS2A2QQ8703,01KCXGG0WG0001H0Q1FW46NZZG,She runs quickly.,True,2025-12-02T02:58:00Z
01KCXK1Q9XGZKVB9F3ZAEQEBFX,01KCXK1Q9WHRD0CFPT5M96C1NF,01KCXGG0WH0001H0Q1FW46VCTR,Happiness,True,2025-12-02T02:58:00Z
01KCXK1Q9XM51K03Z4HKB59QNJ,01KCXK1Q9XTSNBYVBMP1K4PTJ5,01KCXGG0WH0001H0Q1FW470C0G,He is good at math.,True,2025-12-02T02:58:00Z
01KCXK1Q9Y6WXTQ6BHT9TEZKKQ,01KCXK1Q9XY7HGZDXWW8FW6EWC,01KCXGG0WH0001H0Q1FW475A70,Neither of the answers is correct.,True,2025-12-02T02:58:00Z
01KCXK1Q9Y1AXZ08MXX908ZQW8,01KCXK1Q9Y2JQFQ8FDJ6WHM3YE,01KCXGG0WH0001H0Q1FW47A7E8,Central point,True,2025-12-02T02:58:00Z
01KCXK1Q9YENX729528GSYJTWX,01KCXK1Q9YJNFWTXCMP20D0FVD,01KCXGG0WH0001H0Q1FW47GJJ8,A conclusion based on evidence,True,2025-12-02T02:58:00Z
01KCXK1Q9ZM42Y8Q6ZXZEMVZ4K,01KCXK1Q9YBGM7TFW9QA7DN1JD,01KCXGG0WH0001H0Q1FW47M8QG,Good enough,True,2025-12-02T02:58:00Z
01KCXK1Q9Z8Q8SRDQW8YJHNJCY,01KCXK1Q9ZC9V9E1YRYPFXRMP5,01KCXGG0WJ0001H0Q1FW47SDRR,Official reports,True,2025-12-02T02:58:00Z
01KCXK1QA0ARCS7J2408A6983Y,01KCXK1Q9ZT2DZ56X6F48MB47N,01KCXGG0WJ0001H0Q1FW47YHTR,She runs quickly.,True,2025-12-02T02:58:00Z
01KCXK1QA1FKR468VNRDQ18K4T,01KCXK1QA0QZH67HXJ5BPJ71WV,01KCXGG0WJ0001H0Q1FW484V08,Blue,False,2025-12-02T02:58:00Z
01KCXK1QA1SMQSZ6XGRQ5RZA18,01KCXK1QA1TWJQ97YA36TZPH7M,01KCXGG0WJ0001H0Q1FW488R08,He is good at math.,True,2025-12-02T02:58:00Z
01KCXK1QA2J5FYWYCBY42P1QHN,01KCXK1QA1DZKE91D2ZVPAWWDM,01KCXGG0WJ0001H0Q1FW48DN7G,Neither of the answers is correct.,True,2025-12-02T02:58:00Z
01KCXK1QA2JE213KREE7NZXCNY,01KCXK1QA294SX7A86J5JS72EE,01KCXGG0WK0001H0Q1FW48KYD0,Last sentence,False,2025-12-02T02:58:00Z
01KCXK1QA3FVJYT65BDYH7AQ49,01KCXK1QA2H280ATH9D7KE34BF,01KCXGG0WK0001H0Q1FW48QKK0,A guess with no evidence,False,2025-12-02T02:58:00Z
01KCXK1QA417JJVZ1WJGV6KZQ5,01KCXK1QA3NBSR80PAK99RZJAY,01KCXGG0WK0001H0Q1FW48WFV0,Good enough,True,2025-12-02T02:58:00Z
01KCXK1QA5N5BQ8V0AA30V937F,01KCXK1QA44WCB3V0CG4AQF0WK,01KCXGG0WK0001H0Q1FW496D78,Casual chats,False,2025-12-02T02:58:00Z
01KCXK1QA52600TFF3SZGZJKHV,01KCXK1QA5431K3GVG55VBMZ7W,01KCXGG0WK0001H0Q1FW49A79G,She runs quickly.,True,2025-12-02T02:58:00Z
01KCXK1QA50XP6B3HFE5W9G8KA,01KCXK1QA5XSWHZX2QN9D8SJZY,01KCXGG0WK0001H0Q1FW49F6F8,Happiness,True,2025-12-02T02:58:00Z
01KCXK1QA6988NBVBHWB9P04ZF,01KCXK1QA5MC3WG00DZV0HYCA0,01KCXGG0WM0001H0Q1FW49M4NR,He is good at math.,True,2025-12-02T02:58:00Z
01KCXK1QA67S54SVEX7J5FMMS1,01KCXK1QA6FNPTAKVEEJ4S24N5,01KCXGG0WM0001H0Q1FW49T8Z0,Neither of the answers is correct.,True,2025-12-02T02:58:00Z
01KCXK1QA71BFWJN5D2CA2AZY2,01KCXK1QA64BPN0GZ6JGMKGCAX,01KCXGG0WM0001H0Q1FW4A1P8R,First word,False,2025-12-02T02:58:00Z
01KCXK1QA78GK11MYNS2STGVKV,01KCXK1QA7S880H1XJB927P6C8,01KCXGG0WM0001H0Q1FW4A5BER,A conclusion based on evidence,True,2025-12-02T02:58:00Z
01KCXK1QA8TZGDZ6VTQFT09PPR,01KCXK1QA8K138VB3JR7DG503Q,01KCXGG0WM0001H0Q1FW4A97FG,Good enough,True,2025-12-02T02:58:00Z
01KCXK1QA8GDYGR5NV42DWR115,01KCXK1QA85D45ZF36SQTBVFWH,01KCXGG0WM0001H0Q1FW4AE3QG,Official reports,True,2025-12-02T02:58:00Z
01KCXK1QA9H6CGDPNQWXMS54X4,01KCXK1QA8647Q3FCKAP3WGTEP,01KCXGG0WN0001H0Q1FW4AK6T8,She runs quickly.,True,2025-12-02T02:58:00Z
01KCXK1QA955J3EWDK70914S1B,01KCXK1QA9P69ES0123G2KQT43,01KCXGG0WN0001H0Q1FW4AR41G,Happiness,True,2025-12-02T02:58:00Z
01KCXK1QAA9C8NP22GGZWGX82S,01KCXK1QA96TQVAN5Z4TY7GABD,01KCXGG0WN0001H0Q1FW4AZGC0,He is good with math.,False,2025-12-02T02:58:00Z
01KCXK1QAAPPQ71GZC99KRN8P7,01KCXK1QAAMR5SZ1M2M4MJMBFJ,01KCXGG0WN0001H0Q1FW4B1XGR,Neither of the answers is correct.,True,2025-12-02T02:58:00Z
01KCXK1QAB6SGB7ST7CJ9R7DKX,01KCXK1QABMHYM3ZRSV7GMJJM4,01KCXGG0WN0001H0Q1FW4B5JPR,A minor detail,False,2025-12-02T02:58:00Z
01KCXK1QAC6WH0N2JWSK7N2FFC,01KCXK1QABP4KZBV1N64R2ZYPH,01KCXGG0WN0001H0Q1FW4BBN1G,A guess with no evidence,False,2025-12-02T02:58:00Z
01KCXK1QADHZ4D8S79WMSBN0PF,01KCXK1QACQXKTSH06NJ2X2F7N,01KCXGG0WP0001H0Q1FW4BGP5R,Good enough,True,2025-12-02T02:58:00Z
01KCXK1QADGT48MN15XCSBRWD0,01KCXK1QAD6A9C64QET97KF0P1,01KCXGG0WP0001H0Q1FW4BNQA0,Official reports,True,2025-12-02T02:58:00Z
01KCXK1QAEYZF8KCC2SZ8A7K4K,01KCXK1QADTFCM2Y53VPTPDPQQ,01KCXGG0WP0001H0Q1FW4BTMH8,She runs quickly.,True,2025-12-02T05:54:00Z
01KCXK1QAE6KA8QCKKDENAAN76,01KCXK1QAED34N0XFWTZ2DQPV0,01KCXGG0WP0001H0Q1FW4BZWG8,Happiness,True,2025-12-02T05:54:00Z
01KCXK1QAFPD9M3DX2NHBV0PSJ,01KCXK1QAEPGZCJYGY65X1JT93,01KCXGG0WP0001H0Q1FW4C4WN8,He is good at math.,True,2025-12-02T05:54:00Z
01KCXK1QAF2F47W6HTCDVFHKY7,01KCXK1QAFPAVVHCPPPCX0BDDH,01KCXGG0WP0001H0Q1FW4C9ZR0,Neither of the answers is correct.,True,2025-12-02T05:54:00Z
01KCXK1QAGKRB71QHPE8SD9N26,01KCXK1QAFGAYPZPFWVFW6H4ZM,01KCXGG0WQ0001H0Q1FW4CEW00,Central point,True,2025-12-02T05:54:00Z
01KCXK1QAG2P8ZVYE23PEM7TNF,01KCXK1QAGTZA2TD7AG3H3P716,01KCXGG0WQ0001H0Q1FW4CN64R,A conclusion based on evidence,True,2025-12-02T05:54:00Z
01KCXK1QAHGBTXKRDXV414WK4J,01KCXK1QAGW2R568YEWKGEB3A1,01KCXGG0WQ0001H0Q1FW4CRWA0,Good enough,True,2025-12-02T05:54:00Z
01KCXK1QAJM4NPWS9VGEFZKPTF,01KCXK1QAHWRHF8EDCEXDV9VRT,01KCXGG0WQ0001H0Q1FW4CZ5FG,Casual chats,False,2025-12-02T05:54:00Z
01KCXK1QAJDWECBJ0E0K2W4GE0,01KCXK1QAJ62NM48FPJWA6X4YN,01KCXGG0WQ0001H0Q1FW4D2TNG,She runs quickly.,True,2025-12-02T05:54:00Z
01KCXK1QAJW1S7Z0AK5GPX4A0B,01KCXK1QAJQ43ATMZ7CSJ64396,01KCXGG0WQ0001H0Q1FW4D7NY8,Happiness,True,2025-12-02T05:54:00Z
01KCXK1QAK7EZD604WBA80B337,01KCXK1QAKXSW91CEHD1XCPSNS,01KCXGG0WR0001H0Q1FW4DCH70,He is good at math.,True,2025-12-02T05:54:00Z
01KCXK1QAM28WNQF5E7JRDAV8M,01KCXK1QAK2SG4AH4J81HY932G,01KCXGG0WR0001H0Q1FW4DJMH0,Neither answers is correct.,False,2025-12-02T05:54:00Z
01KCXK1QAME7HYCTB8Z7Z9GG6Z,01KCXK1QAMRKPSKR4RREV9VP2R,01KCXGG0WR0001H0Q1FW4DP9Q0,Central point,True,2025-12-02T05:54:00Z
01KCXK1QANPRFCB7BPHFSHY1JE,01KCXK1QAMJ55VTZAA6D8V19ZB,01KCXGG0WR0001H0Q1FW4DWGY0,A conclusion based on evidence,True,2025-12-02T05:54:00Z
01KCXK1QANGE3ZRQ5NHT1BRDSN,01KCXK1QANCG109XKM60RG56S6,01KCXGG0WR0001H0Q1FW4E054R,Good enough,True,2025-12-02T05:54:00Z
01KCXK1QAPH9S17JEBZEVEH5ZH,01KCXK1QANRK49HCK1E7MNMB1W,01KCXGG0WR0001H0Q1FW4E4ZE8,Official reports,True,2025-12-02T05:54:00Z
01KCXK1QAP94JP8CZ6T54HYS5M,01KCXK1QAPCZN5CMRFM3Y9F4MN,01KCXGG0WR0001H0Q1FW4E9VP8,She runs quickly.,True,2025-12-02T05:54:00Z
01KCXK1QAQNGPZCBBR27YBENNV,01KCXK1QAP26KV7SMCFXQBQQ3B,01KCXGG0WS0001H0Q1FW4EH530,Run,False,2025-12-02T05:54:00Z
01KCXK1QARNKT6BZTDSGDS7Q7V,01KCXK1QAQ6GEYXN6BJKSA2JG7,01KCXGG0WS0001H0Q1FW4EP580,He is good with math.,False,2025-12-02T05:54:00Z
01KCXK1QARBXGGENY49AP42DD4,01KCXK1QAR1PYT6K2REVM6G1BA,01KCXGG0WS0001H0Q1FW4ERKC0,Neither of the answers is correct.,True,2025-12-02T05:54:00Z
01KCXK1QAS7ZDQX7V777G30KVA,01KCXK1QAR0VSEVD9FSSSPNYMF,01KCXGG0WS0001H0Q1FW4EXEMR,Central point,True,2025-12-02T05:54:00Z
01KCXK1QASCTRQEABB816TTA0B,01KCXK1QASQFWM7PN0558872F0,01KCXGG0WS0001H0Q1FW4F3GZG,A conclusion based on evidence,True,2025-12-02T05:54:00Z
01KCXK1QATQR02VX0Q26RW4YQB,01KCXK1QAS10QHPP5V1TNEFNBN,01KCXGG0WS0001H0Q1FW4F7568,Good enough,True,2025-12-02T05:54:00Z
01KCXK1QAT8DTQMSW9BGQ540NT,01KCXK1QAT9W12K9PC1PS67P33,01KCXGG0WT0001H0Q1FW4FC79R,Official reports,True,2025-12-02T05:54:00Z
01KCXK1QAV99CCHAZQ7TQ5A81T,01KCXK1QATQAY4MHNJ139S7T6A,01KCXGG0WT0001H0Q1FW4FJDHG,She run quickly.,False,2025-12-02T05:54:00Z
01KCXK1QAW751X4RBSK21G5RP6,01KCXK1QAVPRB2KCV3VQ4G28TW,01KCXGG0WT0001H0Q1FW4FP1R8,Happiness,True,2025-12-02T05:54:00Z
01KCXK1QAW3CCMCPHATCF8WTSK,01KCXK1QAWN9QMDSGYDZRCAHK5,01KCXGG0WT0001H0Q1FW4FTY08,He is good at math.,True,2025-12-02T05:54:00Z
01KCXK1QAWT61W0ZJPW4C3XHT2,01KCXK1QAWM7K5CVKKD074QNAG,01KCXGG0WT0001H0Q1FW4FZS90,Neither of the answers is correct.,True,2025-12-02T05:54:00Z
01KCXK1QAXV5JT9PDRJY7XFTK6,01KCXK1QAWQ8H91FRB6DKZ1P20,01KCXGG0WT0001H0Q1FW4G4KJG,Central point,True,2025-12-02T05:54:00Z
01KCXK1QAX4HEEJYJYJV1AJWCS,01KCXK1QAX6AT6J661JPK3TNV4,01KCXGG0WV0001H0Q1FW4GB5H8,A conclusion based on evidence,True,2025-12-02T05:54:00Z
01KCXK1QAYJ7R2J0XPAFT5GNGV,01KCXK1QAXWYHNMNFPZYZ3PNBB,01KCXGG0WV0001H0Q1FW4GESR0,Good enough,True,2025-12-02T05:54:00Z
01KCXK1QAYFNH32FVPYE59KFVV,01KCXK1QAY3AMZ6BZ5RC7EN586,01KCXGG0WV0001H0Q1FW4GM3NG,Official reports,True,2025-12-02T05:54:00Z
01KCXK1QAZSZJW8WTVH6QFXGDD,01KCXK1QAZ56V00D7B77N44E7H,01KCXGG0WV0001H0Q1FW4GS7QG,Transparency,True,2025-12-02T08:37:00Z
01KCXK1QB0PMNTJNPBCEKC9QNN,01KCXK1QAZCJ00RTS94PJN9KXJ,01KCXGG0WV0001H0Q1FW4GYJM8,Public revenue and expenditure,True,2025-12-02T08:37:00Z
01KCXK1QB0NEQCZFQDX677F11F,01KCXK1QB021W6PPEVPCN658B6,01KCXGG0WV0001H0Q1FW4H3EW8,Define objectives and authority,True,2025-12-02T08:37:00Z
01KCXK1QB1WP9JQVVNY9HHSE0X,01KCXK1QB0KX4JGC5RGBCVSVJV,01KCXGG0WW0001H0Q1FW4H95G0,Personal interest influences official duty,True,2025-12-02T08:37:00Z
01KCXK1QB17DA52F5J1R8XSZJJ,01KCXK1QB1ZNN6C366AR2K5VWZ,01KCXGG0WW0001H0Q1FW4HD8BG,Officials answer to citizens,True,2025-12-02T08:37:00Z
01KCXK1QB1BVPZ771MC2K5XKB6,01KCXK1QB1W731D9Z6MEPFDW4Z,01KCXGG0WW0001H0Q1FW4HKHH0,Identify and mitigate risks,True,2025-12-02T08:37:00Z
01KCXK1QB27WKDJMBN7NZ52R7E,01KCXK1QB2CKDCZ5ST9NN5AZAP,01KCXGG0WW0001H0Q1FW4HRCSR,Measure performance,True,2025-12-02T08:37:00Z
01KCXK1QB2374JADMEE01B0N6V,01KCXK1QB2TTCQMRNG53MGHY7V,01KCXGG0WW0001H0Q1FW4HXNR0,Autocratic,True,2025-12-02T08:37:00Z
01KCXK1QB391EM894THCN82P5X,01KCXK1QB2T8N5BNKS3J68XR7J,01KCXGG0WW0001H0Q1FW4J38ER,Transparency,True,2025-12-02T08:37:00Z
01KCXK1QB4GBGVXRWZTJJQCMCG,01KCXK1QB3XYRTB3J1QYNYWSDZ,01KCXGG0WX0001H0Q1FW4J84PR,Public revenue and expenditure,True,2025-12-02T08:37:00Z
01KCXK1QB55MSTEK26SYBXM0HR,01KCXK1QB47P5YT91PDRZ4WEHE,01KCXGG0WX0001H0Q1FW4JCZZG,Define objectives and authority,True,2025-12-02T08:37:00Z
01KCXK1QB5FNT06ZFRM9A9B7Q9,01KCXK1QB50BWFR96QR07QGMAW,01KCXGG0WX0001H0Q1FW4JHT90,Personal interest influences official duty,True,2025-12-02T08:37:00Z
01KCXK1QB65WBREGQ0GFWG3HY3,01KCXK1QB5JGVKC5D9HNV8M0SJ,01KCXGG0WX0001H0Q1FW4JNEFR,Officials answer to citizens,True,2025-12-02T08:37:00Z
01KCXK1QB680P4J4KVYWH53XPK,01KCXK1QB6W5MPP0XE6Q4W5KXQ,01KCXGG0WX0001H0Q1FW4JVRMG,Identify and mitigate risks,True,2025-12-02T08:37:00Z
01KCXK1QB7X6YCZB9RAY4097XS,01KCXK1QB6V106ZB4CME2J6873,01KCXGG0WX0001H0Q1FW4K0KX8,Measure performance,True,2025-12-02T08:37:00Z
01KCXK1QB7C6FR7MP0PVWJ5FB1,01KCXK1QB7CBJR4S9ND6A6WKSR,01KCXGG0WY0001H0Q1FW4K5F60,Autocratic,True,2025-12-02T08:37:00Z
01KCXK1QB8RXEXRHBGXWSJRRXF,01KCXK1QB7B0SE5NVQ3TBTGYMT,01KCXGG0WY0001H0Q1FW4KAAER,Transparency,True,2025-12-02T08:37:00Z
01KCXK1QB8FF6874D53CHGQE2S,01KCXK1QB8Y9FKQM6HDGQBBRE6,01KCXGG0WY0001H0Q1FW4KFJDR,Public revenue and expenditure,True,2025-12-02T08:37:00Z
01KCXK1QB9RS7ZPMC8QN5P3ACG,01KCXK1QB8NR5F4HECS57FEY1S,01KCXGG0WY0001H0Q1FW4KMGM8,Define objectives and authority,True,2025-12-02T08:37:00Z
01KCXK1QB9HXSYWMYRNFSRQ7HB,01KCXK1QB93AR0NJWBKDHZW4C7,01KCXGG0WY0001H0Q1FW4KSKQ0,Personal interest influences official duty,True,2025-12-02T08:37:00Z
01KCXK1QBARD9YF823ARWSQSWT,01KCXK1QB93B6K43P529TPWPAQ,01KCXGG0WY0001H0Q1FW4KX8X0,Officials answer to citizens,True,2025-12-02T08:37:00Z
01KCXK1QBA967SMWCF8AM63BE9,01KCXK1QBAGQ65E0MDKJ9SVAX3,01KCXGG0WZ0001H0Q1FW4M3C70,Identify and mitigate risks,True,2025-12-02T08:37:00Z
01KCXK1QBBYJHKJY191WY1NXSE,01KCXK1QBBGRBZ3AVMG4YMVRWK,01KCXGG0WZ0001H0Q1FW4M8EAG,Measure performance,True,2025-12-02T08:37:00Z
01KCXK1QBBVB1QMBRWTK452BX0,01KCXK1QBBYRBFQ57P9EPE37GZ,01KCXGG0WZ0001H0Q1FW4MD8M0,Autocratic,True,2025-12-02T08:37:00Z
01KCXK1QBCQH2XZ70JGWXZJ0XX,01KCXK1QBCDF3RAWXX7GQBDZB0,01KCXGG0WZ0001H0Q1FW4MJ6TG,Transparency,True,2025-12-02T08:37:00Z
01KCXK1QBD9N2701XM6VNVZSA2,01KCXK1QBCVD2K6CEATS32SDZT,01KCXGG0WZ0001H0Q1FW4MQ238,Public revenue and expenditure,True,2025-12-02T08:37:00Z
01KCXK1QBD79PFV4G0SR9DAP3Z,01KCXK1QBDVYPW6XKAEPMYK8XT,01KCXGG0WZ0001H0Q1FW4MVXC0,Define objectives and authority,True,2025-12-02T08:37:00Z
01KCXK1QBDT5Y4RA2ZG7JSSKSR,01KCXK1QBDY54GDXMC31ZS1CFP,01KCXGG0X00001H0Q1FW4N0ZFG,Personal interest influences official duty,True,2025-12-02T08:37:00Z
01KCXK1QBEQXKSNNBQ1Q7NTS8S,01KCXK1QBEWP3DKTMN77Z4SPEF,01KCXGG0X00001H0Q1FW4N4MNG,Officials answer to citizens,True,2025-12-02T08:37:00Z
01KCXK1QBE60TW3HB5EGQSMRS8,01KCXK1QBEFJ8MZ1GPXX398FD6,01KCXGG0X00001H0Q1FW4NAQ08,Identify and mitigate risks,True,2025-12-02T08:37:00Z
01KCXK1QBFRGK478YAP0GBPTGK,01KCXK1QBFCJW21FZF9J1R2698,01KCXGG0X00001H0Q1FW4NFN6R,Measure performance,True,2025-12-02T08:37:00Z
01KCXK1QBGN1CRHR86ACJBFYRT,01KCXK1QBF1YJY7MKD7KSNE8Q2,01KCXGG0X00001H0Q1FW4NMT80,Autocratic,True,2025-12-02T08:37:00Z
01KCXK1QBHVDBQ6713MP8R8F4S,01KCXK1QBGG2W071QN1Z8KD651,01KCXGG0X00001H0Q1FW4NSWBG,Transparency,True,2025-12-02T09:24:00Z
01KCXK1QBH1KKFD8MZHFWC3NR5,01KCXK1QBH6W3MDT9RC5J2MFG8,01KCXGG0X00001H0Q1FW4NYQM8,Public revenue and expenditure,True,2025-12-02T09:24:00Z
01KCXK1QBJ99J675NKVF6XY3EE,01KCXK1QBH6YFEMEDPMENW3A44,01KCXGG0X10001H0Q1FW4P3KW8,Define objectives and authority,True,2025-12-02T09:24:00Z
01KCXK1QBJF7MRP4C2T4AX7006,01KCXK1QBJZD63D6HS2VH0XDWG,01KCXGG0X10001H0Q1FW4P8F50,Personal interest influences official duty,True,2025-12-02T09:24:00Z
01KCXK1QBKR72K8CYX3QKWPAG1,01KCXK1QBJ90KJAPCBMMZYGBQA,01KCXGG0X10001H0Q1FW4PCQW0,Officials answer to citizens,True,2025-12-02T09:24:00Z
01KCXK1QC04KSNCRNR6FB6Z9N7,01KCXK1QBKARCTDEG4BK5S4V67,01KCXGG0X10001H0Q1FW4PKEQ0,Identify and mitigate risks,True,2025-12-02T09:24:00Z
01KCXK1QC159M6ATJA7CR837TG,01KCXK1QC0H0AQVT8AWZWJ8VP7,01KCXGG0X10001H0Q1FW4PRMQG,Measure performance,True,2025-12-02T09:24:00Z
01KCXK1QC1HP6KG3TJ96DD6M4W,01KCXK1QC125HRA2J9FDTX31HG,01KCXGG0X20001H0Q1FW4PY1JR,Autocratic,True,2025-12-02T09:24:00Z
01KCXK1QC2MZDNH4W4HWVWQYNJ,01KCXK1QC1PFKQKN09YSW7S9JT,01KCXGG0X20001H0Q1FW4Q2WVG,Transparency,True,2025-12-02T09:24:00Z
01KCXK1QC2TTK4QT0RWD3ST9GA,01KCXK1QC2BK64RVTCR0Q65A3M,01KCXGG0X20001H0Q1FW4Q85SR,Public revenue and expenditure,True,2025-12-02T09:24:00Z
01KCXK1QC3EDTKD260XWWAC917,01KCXK1QC2EEM7ET6CEP9MTQ7Z,01KCXGG0X20001H0Q1FW4QD8WG,Define objectives and authority,True,2025-12-02T09:24:00Z
01KCXK1QC3B5MMRM20Z420WETZ,01KCXK1QC3TW5JEEDE8KGDV9M1,01KCXGG0X20001H0Q1FW4QJA0R,Personal interest influences official duty,True,2025-12-02T09:24:00Z
01KCXK1QC4YEC2E49K0ST7YH3R,01KCXK1QC3YQCVR9X44Q1VCHQM,01KCXGG0X20001H0Q1FW4QPBX0,Officials answer to citizens,True,2025-12-02T09:24:00Z
01KCXK1QC4P9XVJ61D2WD5CTQ1,01KCXK1QC498NMNKRD25F0KJNF,01KCXGG0X30001H0Q1FW4QWJ4R,Identify and mitigate risks,True,2025-12-02T09:24:00Z
01KCXK1QC5FCM0SH9PSKQS0N4E,01KCXK1QC4HTF1BACNP65J2ZWY,01KCXGG0X30001H0Q1FW4R1DDG,Measure performance,True,2025-12-02T09:24:00Z
01KCXK1QC67X729FW94WYFZJGY,01KCXK1QC5RE7RPV1RP6194YV1,01KCXGG0X30001H0Q1FW4R6RA8,Autocratic,True,2025-12-02T09:24:00Z
01KCXK1QC6YG6WHEJMZNDKGVQ6,01KCXK1QC6X39VVWVWWY67NFZB,01KCXGG0X30001H0Q1FW4RBZA0,Transparency,True,2025-12-02T09:24:00Z
01KCXK1QC7XZH8VP28RVJER8ZZ,01KCXK1QC7AXVY24MWRFXB0AZF,01KCXGG0X30001H0Q1FW4RH0E8,Public revenue and expenditure,True,2025-12-02T09:24:00Z
01KCXK1QC8D93ZWGYE488Y6F9X,01KCXK1QC72FA3C61D71073QRT,01KCXGG0X30001H0Q1FW4RPQ20,Define objectives and authority,True,2025-12-02T09:24:00Z
